0.610351563	1.00108799	1.009232203	1.040208732
2.44140625	0.914385345	0.945567856	0.956215542
4.8828125	0.803883834	0.841911287	0.870701237
9.765625	0.733374457	0.760484861	0.763796419
19.53125	0.641791391	0.64806592	0.6390344
39.0625	0.537294551	0.61030726	0.627720664
78.125	0.422418817	0.450939407	0.449798583
156.25	0.372362908	0.381885616	0.397920525
312.5	0.306840227	0.327359206	0.326281762
625	0.243658023	0.255906031	0.259629553
1250	0.164574414	0.174002053	0.177899867
2500	0.09378636	0.101184284	0.10263725
10000	0.025183548	0.027469949	0.026791793
40000	0.004191999	0.004724383	0.005087228
