0.610351563	1.008553476	0.891456089	0.956168985
2.44140625	0.8467712	0.831371928	0.850890655
4.8828125	0.804153518	0.82418156	0.804153518
9.765625	0.659058724	0.656302434	0.66768711
19.53125	0.528449342	0.487000132	0.516435512
39.0625	0.310522306	0.319210612	0.317877406
78.125	0.193648887	0.200135156	0.196734733
156.25	0.123245188	0.128026752	0.124319242
312.5	0.069245947	0.072140052	0.070710975
625	0.028072519	0.029362283	0.029419206
1250	0.012348488	0.012967156	0.012844321
2500	0.005293594	0.005534769	0.004835211
10000	0.001032485	0.000875197	0.000809286
40000	0.000278625	0.000274131	0.000367006
